Date,HDFC Top 100 Fund,SBI Bluechip Fund,ICICI Pru Focused Equity,Axis Bluechip Fund,Mirae Asset Large Cap,Kotak Bluechip Fund,Nippon India Large Cap,UTI Mastershare Fund,Canara Robeco Bluechip,DSP Top 100 Equity Fund,Franklin India Bluechip,Tata Large Cap Fund,Aditya Birla SL Frontline,Invesco India Largecap,IDFC Large Cap Fund,HDFC Mid-Cap Opportunities,SBI Magnum Midcap Fund,ICICI Pru Midcap Fund,Axis Midcap Fund,Mirae Asset Midcap Fund,Kotak Emerging Equity,Nippon India Growth Fund,UTI Mid Cap Fund,DSP Midcap Fund,Franklin India Prima Fund,HDFC Small Cap Fund,SBI Small Cap Fund,ICICI Pru Smallcap Fund,Axis Small Cap Fund,Nippon India Small Cap,Kotak Small Cap Fund,DSP Small Cap Fund,Tata Small Cap Fund,HDFC Flexi Cap Fund,SBI Flexi Cap Fund,Parag Parikh Flexi Cap,UTI Flexi Cap Fund,Canara Robeco Flexi Cap,PGIM India Flexi Cap,Mirae Asset Flexi Cap Fund
2019-09-17,125.5147,107.4444,100.7345,113.7662,113.8809,107.2356,116.3708,112.2248,119.7169,110.5124,108.7464,106.0929,96.318,106.0091,106.7918,110.6537,93.192,119.1322,109.1349,114.0184,102.8724,108.6079,105.4174,116.123,118.097,124.2674,139.602,105.8877,85.3249,122.5265,111.8675,119.441,108.7217,100.831,100.9128,109.8829,112.4515,116.3414,124.9431,116.5948
2019-09-18,125.1293,108.1411,99.7917,114.9025,114.3267,107.2153,116.3626,113.2129,119.5386,110.4785,108.4712,107.2316,96.7167,105.3597,107.1201,111.2209,94.5054,120.8854,109.4742,114.1141,103.0358,107.8313,105.8494,116.5681,118.6181,124.9475,138.3301,106.6906,85.5741,122.7079,112.1375,120.5377,108.5812,101.6816,101.7152,110.9673,112.472,116.0533,126.1242,117.4338
2019-09-19,124.3398,107.7006,99.4001,114.7202,114.4093,107.5368,115.6667,113.9305,118.4893,110.4848,108.1131,107.9535,96.4273,104.2462,106.9293,110.2543,93.8715,119.4762,108.9882,113.8076,102.4637,107.2324,105.3615,115.9184,118.7501,124.131,139.1984,106.2731,85.8651,121.2325,111.099,119.8174,108.2565,101.9146,101.9412,110.4819,111.6689,114.9484,124.6074,117.4095
2019-09-20,126.2264,108.0561,99.6026,114.0695,114.1904,107.4788,115.5919,114.5035,118.5149,110.7905,108.5905,107.5251,96.0502,104.3001,107.1969,109.8961,94.1864,119.285,109.1839,114.3106,103.8253,107.6041,104.9816,115.5121,119.5145,124.7446,139.3193,106.4586,85.4902,122.2504,110.0398,119.5321,108.3427,102.2736,102.5574,110.7678,112.3429,114.6218,125.4563,116.774
2019-09-23,126.5365,108.1003,100.0171,113.3999,116.0412,108.3451,116.6751,115.6877,120.0097,111.5969,109.3989,109.4054,96.4905,105.2031,108.084,111.0256,95.6711,120.3925,110.5644,114.9528,103.865,108.7995,105.7524,116.5793,119.0851,125.3992,142.048,107.6013,84.9721,124.1096,111.3955,121.5686,108.9725,102.8896,104.6803,110.5711,113.7582,114.9246,127.7794,117.2649
2019-09-24,128.3821,109.8317,100.5212,114.3044,118.873,110.8434,119.8623,117.1271,122.1273,113.8996,111.2004,110.9616,98.5945,107.3241,109.8607,113.8748,96.951,122.2745,112.981,116.3754,105.2893,110.9767,107.6044,119.4257,121.7232,126.845,144.4405,110.492,86.0484,126.7791,113.8121,124.9611,111.0321,104.7569,107.9471,112.0634,115.2037,116.76,129.2828,119.5778
2019-09-25,126.5765,108.5144,98.9846,111.2969,116.8071,109.4985,117.9824,116.9043,121.1992,112.6644,109.4705,109.2896,96.6049,106.0038,109.7813,112.0733,96.5546,121.1435,111.5335,113.9894,103.3309,108.399,106.0618,117.0781,120.0005,124.7292,140.5124,108.7632,85.4955,124.7827,111.0286,122.4395,109.1839,103.4401,106.6157,109.7611,114.56,115.425,126.6257,116.7371
2019-09-26,130.3635,111.616,101.1325,113.7647,120.266,111.9388,121.0481,119.4393,124.5588,115.7994,112.9436,112.8724,98.5271,108.2148,111.775,116.2035,100.4691,124.7826,114.3674,116.457,106.0676,110.628,108.1537,120.3183,121.7733,128.1869,143.3846,111.9621,86.9269,127.6594,112.735,125.5135,112.2936,105.953,109.0044,111.3298,117.5362,117.7111,131.6741,119.4464
2019-09-27,127.8048,108.8276,99.7996,110.6652,116.2918,109.7928,118.9099,117.7784,121.5968,113.8083,110.5945,110.5938,96.8964,106.4343,109.8711,113.2914,98.0656,121.5833,110.8552,114.1705,103.8319,107.8825,105.8946,116.9726,120.0427,124.4756,140.353,109.1568,84.8862,125.6922,110.7956,123.0854,109.6476,103.5293,105.6126,109.2337,114.9736,114.9206,129.4315,117.4259
2019-09-30,126.5724,108.892,99.7102,109.5971,116.5408,110.4328,119.149,117.5891,122.0186,114.0605,110.2661,111.3388,97.3135,106.0252,109.204,113.117,97.5046,121.9791,110.9555,113.6532,103.8435,106.9361,106.2443,116.2305,119.6855,123.8813,140.2301,108.9564,84.3418,126.5318,110.8087,122.7599,109.9668,102.1852,106.7107,109.0662,115.4522,114.0674,128.5207,119.145
2019-10-01,127.0324,110.4216,100.9741,110.7983,117.2285,110.9424,119.5599,118.1262,123.1482,115.1271,110.6678,112.8717,97.8279,107.0437,109.7955,114.4707,99.4949,123.0075,112.2822,114.3699,103.914,107.1558,106.735,118.0928,120.6235,124.6628,141.8741,109.6557,84.7954,127.8534,113.009,123.7562,110.479,102.0004,107.3703,110.3467,115.5326,115.2977,128.4927,120.1907
2019-10-02,126.9972,110.7663,101.5199,111.0562,117.3998,112.0845,120.0642,119.4266,123.1677,115.199,110.9499,113.6816,97.8894,107.3312,111.0012,115.7291,100.4993,122.8304,112.6739,115.1662,105.383,107.5274,106.8145,118.7629,121.4022,124.8088,142.5367,109.8997,84.4905,128.9701,112.8768,123.2716,110.1503,102.3747,107.2485,111.2804,115.6419,115.9541,129.303,120.5154
2019-10-03,126.1369,109.9615,100.5616,110.1717,116.8573,111.3795,119.6501,119.0781,123.2613,114.3262,109.9382,113.1006,96.4412,106.8147,110.934,113.9591,99.8307,121.7943,112.2049,115.0833,104.3465,107.7022,106.227,118.1668,120.2204,123.4537,141.2552,109.6869,83.1302,128.8663,112.1501,121.6368,109.5044,101.6211,105.831,109.9597,114.3858,114.9773,128.6466,120.6533
2019-10-04,126.2854,109.7931,100.262,110.8878,115.7014,110.6543,118.5933,119.7195,123.1639,114.1265,109.8525,112.881,96.5823,106.4679,110.5366,112.9861,100.7307,120.7509,111.8564,114.0592,105.0284,106.9105,106.0013,118.3236,119.9259,122.6195,140.031,109.2418,82.7344,129.3164,112.4852,121.3368,109.8693,101.3564,104.8944,108.3283,113.68,114.7704,128.3337,120.2421
2019-10-07,126.0284,110.1402,99.0356,109.1623,114.245,110.5851,118.8758,119.3517,122.538,113.7642,109.1656,112.0744,96.924,106.1257,110.1406,112.1067,101.2011,120.1056,111.1983,113.345,106.8439,105.6833,105.8121,118.4869,119.367,120.9958,138.9003,108.0398,82.1836,127.9836,111.7592,120.2045,109.4307,100.1078,105.7817,107.1312,113.5776,115.2767,129.7027,119.7634
2019-10-08,123.7954,108.4837,98.5101,108.6917,113.3209,109.8003,119.1481,118.2403,121.349,113.2486,108.1133,112.2958,97.9436,105.4333,109.0269,113.2718,100.2372,120.1,111.1134,113.2214,105.513,104.6781,105.7155,117.5761,119.5813,119.2018,138.6591,107.314,82.3099,126.8783,110.8204,118.6433,108.3759,99.7751,105.8817,106.0148,112.9278,114.6368,129.389,119.206
2019-10-09,125.9202,109.9772,99.9593,109.9652,114.8892,111.1282,119.8391,118.8909,123.1991,114.5363,109.7262,115.0741,99.0968,106.9747,109.4345,114.4259,101.5221,120.5609,112.2782,115.0289,106.8152,105.895,107.0539,119.0272,120.136,121.6519,140.8667,108.901,83.1218,128.6844,111.3045,119.7674,109.2008,99.9355,105.7019,107.3726,113.3636,115.6306,130.1386,120.6697
2019-10-10,126.7127,110.471,100.7394,110.2467,115.7507,109.8465,120.5201,119.3885,124.0422,115.1376,110.3211,115.6764,99.4681,106.9728,109.9029,114.9389,102.4679,119.8713,112.7297,115.0251,107.1826,107.09,107.3331,119.5963,120.1596,122.2995,140.7686,109.9013,82.822,129.51,111.9039,119.7992,110.4189,100.5915,104.9995,108.2524,113.503,117.3371,131.7953,120.525
2019-10-11,126.9892,109.7774,101.0265,110.0211,114.5135,109.1478,120.0762,118.2885,123.4249,114.5024,109.5478,114.7409,98.1796,105.1143,109.0717,114.3413,101.6546,118.8431,111.0897,115.0048,107.9469,106.2637,106.8008,119.1127,118.7158,121.8523,140.7785,108.5351,81.8405,128.9562,111.1073,118.8595,109.4098,99.094,104.3683,107.4973,112.4073,117.5133,130.7552,120.3537
2019-10-14,128.7151,110.8022,101.6987,112.1556,117.1822,109.8579,120.9706,118.6954,124.5462,115.4932,110.2215,116.4703,97.9594,105.6832,109.4912,116.3746,101.7122,119.744,112.7002,115.3297,108.8591,106.4746,108.2986,120.2326,118.9718,123.3564,142.7992,110.2443,83.0434,130.9969,112.6038,120.909,110.3119,99.4199,104.6177,109.0659,113.5786,118.0632,131.7477,121.1182
2019-10-15,130.1818,111.2573,102.8514,111.8277,117.6506,109.5672,121.7999,119.7666,125.4839,116.618,109.8091,115.786,98.4183,106.7128,110.0729,117.0102,101.3881,120.3757,112.9428,116.3184,109.4687,106.1236,109.2276,120.4711,118.2908,123.8957,142.399,111.4849,83.1129,131.7834,113.2537,121.2474,111.1875,99.1239,104.8098,111.3457,115.1081,119.3696,133.1953,122.9722
2019-10-16,131.8452,112.7489,103.5248,112.9349,118.9756,110.1299,123.1087,120.4064,127.2089,117.0566,110.4677,117.0373,100.7798,107.6617,110.8685,119.0801,101.363,122.1213,114.2446,117.1229,110.6844,107.224,109.7992,122.191,118.6189,125.4805,143.9715,112.4513,83.2597,131.4261,111.9157,122.2666,112.2886,100.2366,106.9933,112.224,116.1841,120.2249,136.0686,122.9577
2019-10-17,134.0342,115.0214,105.0705,114.1844,119.7385,110.4867,122.9551,121.2396,127.8813,118.5625,111.2232,119.5711,102.3038,108.5363,110.7871,119.3266,102.5815,121.3303,115.1137,118.722,111.4277,108.6148,110.7281,123.398,120.5446,126.9128,145.4013,113.3508,83.895,133.4178,111.2899,124.0185,112.4902,100.5514,108.6232,112.8124,117.0905,120.1304,137.4777,123.2531
2019-10-18,133.3546,114.2052,104.3454,112.7029,118.4234,109.6047,122.1732,120.5079,125.9953,117.4198,110.3023,117.5248,102.1688,106.9054,109.0669,117.5671,100.6185,120.6396,113.8043,117.5306,111.0372,108.795,110.0811,122.3782,120.3066,125.0278,142.9909,111.729,82.7468,132.6729,110.1113,123.3142,112.1422,100.0725,106.3116,111.2617,116.9492,120.3522,135.1512,120.9044
2019-10-21,132.5254,113.07,104.3295,112.4087,117.8082,108.203,120.62,119.5704,125.5396,117.0677,108.6974,118.3654,101.7535,106.2867,108.3318,117.5197,100.1139,118.7296,113.027,116.745,110.4571,107.4327,109.9034,120.7498,120.803,123.9947,140.7348,111.6611,82.5485,133.2705,110.3286,123.0698,111.6364,100.2854,104.9151,110.9117,116.0396,119.1775,134.3693,122.3569
2019-10-22,135.7162,114.0065,105.9977,113.8309,119.6844,109.2188,122.3922,121.2884,125.9217,118.3274,110.3536,120.7837,102.8236,106.6459,108.3529,118.738,102.5147,120.0383,114.1625,117.5575,111.8038,108.4397,111.1964,122.2043,120.8762,125.4691,142.4214,112.2352,83.4357,134.3148,110.6575,122.5941,112.1767,102.0986,105.9935,112.6565,117.6298,119.6715,134.8604,122.4638
2019-10-23,137.5272,114.7396,106.5023,116.4469,120.0948,110.7437,122.8032,121.37,126.9723,119.3978,111.3201,122.344,101.9182,106.9232,108.1151,118.908,104.4747,120.5601,115.589,117.4543,112.7813,108.5686,111.5044,123.3583,120.0219,125.78,142.9472,113.0211,83.3732,134.1451,111.6197,123.3008,113.5526,102.8387,107.6347,113.0223,118.1602,120.1192,136.2334,123.7936
2019-10-24,138.1102,113.9747,106.6799,115.057,119.999,110.9345,122.7028,121.5396,126.7908,119.646,111.8378,122.8854,102.4244,106.6974,108.6793,118.0497,102.9815,120.117,116.2432,116.5012,112.3109,108.0273,111.2823,122.8796,120.3097,126.3775,144.5403,113.3371,84.3761,134.0712,112.1078,122.9601,113.2057,102.1409,106.9933,112.7442,117.9775,121.8889,137.0106,124.3531
2019-10-25,137.2059,114.0464,107.6737,115.1699,120.4669,111.6041,123.9379,121.8584,127.659,120.1934,111.72,122.4088,102.2006,107.138,108.804,117.7508,102.1368,121.9239,116.7574,116.9389,112.2856,107.6003,111.8054,123.6236,121.9471,127.1164,146.5915,113.3036,84.4449,134.696,112.6971,122.661,113.029,103.0632,107.4735,112.5261,117.9749,121.2806,135.4115,123.9258
2019-10-28,138.0631,116.2584,108.859,116.376,123.0148,113.7157,126.1828,123.3309,129.4412,121.9891,113.7746,124.6597,103.1532,109.0812,109.9422,119.7882,103.1635,124.4832,119.2445,118.9682,114.3806,108.9434,113.2659,126.1171,122.9372,128.517,149.2001,114.8498,84.1299,136.7051,113.6665,125.394,114.5243,105.2571,108.6185,113.1596,119.4645,122.3192,138.426,126.0864
2019-10-29,137.5157,114.8692,107.4864,116.0403,122.0276,113.8919,124.5488,121.9127,129.1977,121.5897,112.9919,124.9007,102.3228,108.717,109.3515,119.224,101.5039,124.3877,118.7815,118.6413,114.117,107.7285,111.8448,124.9842,122.4676,127.1839,149.3163,114.0073,83.8456,136.754,112.212,124.1765,114.4493,104.6697,109.4176,112.6258,118.6932,121.4048,137.0957,124.6652
2019-10-30,138.5733,116.1676,109.4464,115.4658,123.304,115.7348,124.617,123.0932,129.8359,122.0343,114.1333,125.5002,102.7112,108.4961,109.3949,119.9186,100.9107,125.5718,119.8916,118.6189,115.8747,109.9414,111.8521,125.7235,121.8393,128.2629,149.1416,115.7679,82.9176,137.336,111.8341,124.1549,115.9975,106.0714,110.6195,113.4292,119.5664,122.5622,137.6201,124.8244
2019-10-31,137.7857,116.1281,109.0016,115.5059,122.6125,115.2224,123.9244,123.342,130.1267,121.7995,113.7948,126.1511,102.0479,108.2746,109.4571,119.9134,100.6893,125.8919,120.2672,118.6762,117.1956,109.4504,111.949,125.2349,121.7156,128.358,147.4039,115.4214,83.3443,136.9954,113.9406,124.0871,115.5688,106.1163,110.2706,113.2094,119.1295,122.3377,136.0711,123.5405
2019-11-01,137.6718,115.5293,108.9552,114.6366,123.0321,114.5528,123.9598,122.7276,130.9462,121.8735,113.7022,124.6097,101.8515,107.9215,109.25,119.3317,101.0148,125.9948,119.4761,117.9081,116.5184,109.8481,112.0962,124.3922,121.4544,128.722,146.9451,115.0716,83.2149,136.5216,114.1202,123.8232,115.9342,104.839,108.8229,114.415,118.9539,121.5805,134.7547,123.8217
2019-11-04,140.8965,117.1256,110.8262,115.7173,125.5124,116.3207,125.8462,124.4559,132.1471,123.952,115.7597,125.7428,102.7016,108.424,109.9931,121.9319,103.1793,128.2634,120.9451,119.4305,118.1089,110.7996,112.8055,127.0308,120.9812,130.4613,147.381,116.3284,84.1389,140.5947,116.767,124.9683,116.7098,105.5101,109.2772,116.0532,119.4458,123.4635,138.4343,123.8376
2019-11-05,142.9312,119.1072,111.2878,115.7341,126.4021,117.7575,126.4493,125.6885,133.6556,125.4419,116.7752,129.1072,103.6958,109.5051,110.5519,125.0565,103.8855,130.9002,121.9554,121.052,119.0825,113.2584,114.1607,129.2728,121.0654,133.0457,149.0945,117.7682,84.8628,141.516,117.0554,127.0252,118.2708,106.0029,108.2091,116.1986,120.8839,125.6899,140.8347,125.1831
2019-11-06,143.2283,120.715,111.4727,116.6239,127.4097,119.2431,126.7896,125.9139,136.4756,126.5852,118.1288,130.7988,103.6295,110.4222,110.808,126.1793,104.7464,132.6392,123.1738,122.2537,119.2709,114.5312,115.0201,131.8646,121.0746,134.5894,149.6182,119.4026,85.913,143.5517,118.9893,128.7588,120.002,106.579,109.4195,117.7072,122.5129,125.3053,143.6951,126.16
2019-11-07,145.2899,122.7687,112.9861,119.7136,129.3415,122.0645,128.9618,126.9819,138.6759,129.0205,119.4038,133.0075,104.9504,112.4362,111.9268,128.7464,106.766,137.4239,125.5928,124.6801,121.5411,116.7622,116.0987,134.8581,121.2203,136.9752,152.0183,121.2265,86.8165,145.1605,120.1007,131.3018,122.53,107.2641,111.5422,119.0505,124.2732,126.3421,145.3596,129.0909
2019-11-08,144.6393,122.7385,111.8514,119.7667,129.7835,122.1394,128.9025,127.7473,138.8279,128.8438,119.7618,134.4321,104.2657,112.5511,111.8938,129.129,106.7439,138.5528,125.2312,124.6499,122.2914,116.4389,115.9643,134.8172,120.7291,137.3646,151.9083,121.5308,86.8145,145.5669,120.1597,131.7655,122.6492,106.6685,112.2208,118.8587,124.7459,126.8974,147.333,129.2164
2019-11-11,145.4544,123.8853,112.391,121.5022,130.466,123.284,131.6508,128.7997,140.4555,130.7062,121.6307,137.1146,104.6199,113.1382,112.4077,130.4489,108.3621,138.7965,126.6196,125.3895,122.3312,118.0035,116.2926,136.0881,121.8866,138.8782,153.8016,122.4137,87.497,146.2117,120.7438,133.7507,123.9421,108.2469,112.569,119.5934,125.169,126.6983,148.6666,130.7743
2019-11-12,144.6475,123.205,112.3097,122.6245,129.7751,122.2751,131.2625,128.1153,140.0542,130.2503,120.6933,137.4645,104.4029,113.3435,112.1948,130.4536,108.355,138.1143,125.9523,125.0776,121.6256,117.8723,115.7735,135.7988,121.125,138.5015,153.6928,121.2117,85.5166,146.5851,119.7341,133.2041,123.2555,106.8002,113.3344,119.0321,125.6571,126.2591,147.347,130.836
2019-11-13,144.8018,122.78,112.5093,123.4588,130.6716,124.171,133.2478,128.0168,139.7132,130.1835,121.2039,137.7008,103.7166,112.4278,112.5334,131.4209,108.5101,139.2526,126.4077,124.7291,121.7034,118.0808,115.459,136.6889,122.4269,140.138,153.8338,121.958,86.134,148.0169,119.4486,132.9198,123.8099,106.6632,115.131,119.6914,126.2061,127.8546,146.9515,131.2484
2019-11-14,143.4764,123.5721,111.3981,122.7446,130.4538,123.8218,132.1565,127.5836,140.2176,129.5461,121.4051,137.2589,103.0563,112.2566,112.5804,130.9099,106.7966,139.1488,126.3734,124.3679,120.261,117.2283,115.3505,136.4172,122.0643,140.0989,152.1221,122.6491,86.4362,148.084,119.3319,132.6368,123.6093,106.9687,114.4466,121.297,125.1734,128.3315,145.7224,131.992
2019-11-15,143.6021,123.8447,112.6201,123.3995,130.8286,123.7667,131.0972,127.4681,139.3382,129.7864,121.616,137.8719,103.5688,111.3362,113.1928,132.103,108.2219,140.1551,127.3481,124.3354,120.4063,117.2382,115.7459,136.5786,122.4864,139.9126,152.5124,122.3725,86.7698,147.2678,119.0213,131.6785,123.7284,106.7186,115.6368,121.1631,126.0054,128.9971,145.2411,132.4792
2019-11-18,144.1077,125.0157,113.3421,123.9078,131.465,124.2842,131.1579,127.7026,140.159,130.8501,122.6553,139.9054,103.3122,111.5839,114.1261,133.3489,108.4755,142.2602,128.0869,124.9285,120.2697,117.8314,115.9304,138.5769,123.562,140.746,151.6127,123.4405,87.5237,148.4656,119.8388,131.9708,125.122,107.5889,116.5456,122.0204,127.1947,130.486,145.5491,134.0027
2019-11-19,140.0814,123.7365,113.5597,122.0931,130.2835,122.8879,130.9202,125.6874,139.5803,130.4581,121.2621,137.7719,103.6263,110.8856,113.8494,131.6864,107.7267,139.2927,126.8087,124.1113,119.3502,117.4035,115.106,136.6804,124.0099,139.9661,151.68,122.7322,87.675,146.7477,118.3067,131.8781,124.0205,106.5376,115.1195,121.2456,127.242,129.8408,145.0284,132.3041
2019-11-20,145.3403,126.7312,115.539,124.1285,133.9555,124.9257,135.5187,128.8945,142.8779,133.3943,124.3785,142.4379,106.7549,112.8333,115.5578,137.1782,108.9285,144.8046,129.7968,125.8395,122.4218,119.9866,117.1226,141.949,125.6824,144.3787,155.7993,126.057,89.5852,151.4906,121.2272,134.5996,127.8927,108.8946,118.8092,123.4597,130.8926,132.2067,151.7077,135.4765
2019-11-21,144.8662,125.0706,113.9659,123.3899,131.9081,123.3793,133.3614,128.3221,140.8884,131.8593,122.7932,140.6365,105.3094,110.6781,114.3639,135.335,107.6089,142.3376,127.9051,123.9613,121.4331,117.3906,116.3401,139.9411,125.0424,141.7348,155.0874,123.8841,88.6045,148.8821,119.7782,132.1346,126.4878,107.2143,116.5087,121.9074,130.3857,131.9112,149.5699,134.8462
2019-11-22,142.6455,122.4325,112.9915,121.0379,129.7867,121.0181,131.1789,126.1098,139.4701,129.5414,120.954,139.4215,103.4533,110.604,113.5472,133.4268,106.1232,139.393,125.5418,123.1643,120.2111,116.305,114.1643,137.2024,123.051,138.713,151.9682,122.0213,87.0598,147.5582,119.8246,130.7048,125.5467,104.8113,113.7495,121.2685,129.1047,130.0159,147.079,132.4928
2019-11-25,144.5892,125.3358,114.06,123.1464,132.0628,121.8878,132.0508,127.608,140.9668,131.2207,122.3159,142.7324,104.8869,111.2997,115.0744,135.6549,107.804,141.1292,127.5817,123.4501,123.1308,118.6857,115.7442,139.3355,125.7009,141.0094,154.3441,124.5022,87.0091,150.6449,121.1276,133.2865,127.8569,105.6882,114.8668,122.3299,131.0508,131.3844,147.4689,134.0092
2019-11-26,144.8252,126.0605,114.1111,123.505,133.6413,124.2039,131.8573,128.0439,141.6669,133.2631,123.5742,143.0524,104.8223,113.3622,115.5904,137.0335,111.4482,143.6488,129.14,124.7912,123.5581,118.6314,115.9591,141.061,125.7506,142.9196,154.9814,125.6207,87.9912,151.1878,121.9913,133.4677,129.1143,105.3108,115.6913,122.6303,131.4991,130.9247,148.1247,133.7938
2019-11-27,147.5579,126.6174,115.8081,125.0124,134.5118,125.5142,133.4313,128.6759,142.9409,133.8522,125.2527,144.3107,104.1983,114.1117,116.5817,138.5677,111.7972,144.7221,130.5588,125.3703,123.7994,120.7116,116.6204,142.812,126.792,143.9053,156.261,126.786,88.2412,152.3395,124.0877,134.7688,130.2265,105.8934,115.0812,124.942,132.1966,131.3429,147.7387,133.4756
2019-11-28,150.5473,127.4668,116.0796,125.3697,135.6334,126.9778,134.63,129.2644,143.972,135.1964,126.1328,144.8626,104.615,114.6515,116.8071,139.1229,113.4269,145.3831,131.3527,126.2668,125.2972,122.5524,117.0938,144.092,128.8208,144.42,156.2466,127.4281,87.6861,153.6459,124.4529,135.5021,130.9418,105.783,116.3308,124.7722,134.8214,132.2822,149.8858,134.3249
2019-11-29,150.7818,128.1168,114.8469,125.2545,135.6737,127.8472,134.6735,129.025,143.3224,135.4212,125.6439,145.5301,104.542,115.0294,117.1005,139.6298,113.9192,145.0054,131.6529,127.1928,125.2097,122.1405,117.0005,144.6586,127.8657,143.944,156.179,127.4248,87.6151,154.5557,124.1557,135.8109,131.0503,105.0587,115.6845,125.5541,133.8044,132.3694,151.9979,135.7646
2019-12-02,150.4064,126.7122,114.9163,124.6454,133.2552,128.0951,132.1941,129.2276,142.2714,134.0132,124.19,144.6028,103.6422,114.7157,116.2433,136.6696,112.0954,141.3489,130.2945,126.0271,125.006,120.205,115.4712,142.5043,127.4595,143.0751,153.114,126.1737,86.7028,152.2915,122.5932,134.1547,129.2798,105.1727,113.489,124.2849,132.8183,132.1731,149.1806,136.1088
2019-12-03,150.8063,126.2912,114.7072,125.5913,133.2216,126.9576,133.6759,129.0875,142.7475,134.4336,124.0641,144.9879,103.3466,114.1348,115.6927,135.8758,112.9521,140.7138,130.4843,126.5164,125.6614,121.0736,116.2619,142.7043,126.7789,143.5577,153.1101,126.4079,86.6244,152.7157,122.9104,133.3628,129.9984,105.4468,114.1886,123.4075,132.9315,131.9394,149.2161,136.0521
2019-12-04,148.4286,125.8517,113.6655,124.4666,132.1869,125.2877,132.2798,127.8039,141.4989,132.9004,122.4876,143.3338,103.4809,112.9599,114.8634,136.1163,111.9064,138.1823,128.8944,125.7411,126.4783,119.2726,115.0783,140.5762,128.0475,142.81,150.1775,125.1822,86.0629,152.3772,121.5855,131.9713,128.8499,103.8131,113.0468,122.2903,132.567,130.7938,147.7478,134.4962
2019-12-05,149.7241,127.8079,113.4992,124.422,133.4436,125.9523,134.2451,128.5472,143.0316,135.2522,124.1184,145.6464,103.5866,114.7958,116.9717,136.97,114.0643,139.8907,130.6485,126.9113,127.8252,120.1379,115.7276,143.1178,127.5838,145.3662,153.7519,126.9972,86.0471,154.6175,123.386,134.1062,130.5829,104.7338,115.1754,123.3684,134.0182,131.5921,150.4243,136.5626
2019-12-06,149.7086,127.8785,114.6,127.1425,133.8265,125.4831,132.8884,129.0602,143.1412,135.926,123.641,145.6501,102.6984,114.82,116.9894,135.2647,115.6567,140.4013,130.578,126.6224,126.3102,119.0869,116.3298,142.7426,126.2252,144.8641,153.7321,127.0972,86.4645,152.8889,123.2399,135.37,129.48,104.5228,115.4463,121.8702,134.5799,131.7084,150.3512,134.8877
2019-12-09,147.9814,126.9321,112.9403,127.5137,132.9627,124.3075,131.5255,127.0707,142.5283,134.6622,122.129,143.2778,102.1512,114.4546,117.3745,132.924,114.6604,139.4663,129.3447,126.0386,125.4982,118.0576,115.6145,141.9192,124.4849,143.1459,152.393,126.114,85.9387,150.9492,123.062,134.3527,128.1334,102.4172,114.3108,121.2472,133.5086,132.1806,151.0761,133.5715
2019-12-10,147.3344,127.6114,112.7209,127.7296,131.7623,123.6496,131.3238,126.2604,141.9179,135.2659,121.738,141.4605,101.0713,114.3902,116.3853,133.7184,113.9969,140.2531,129.0842,125.2454,125.0302,118.6744,114.8375,141.7144,123.3243,142.5319,152.6565,125.5273,86.3394,151.1546,123.3645,133.612,127.5446,102.3577,114.9176,121.1677,133.5728,129.7024,149.7553,132.6616
2019-12-11,148.0156,129.3844,113.8101,127.7321,133.3059,124.3412,132.2608,127.6751,143.0598,135.8405,121.8075,140.4203,100.764,116.1076,117.2403,133.1657,115.5623,142.2507,130.1594,125.1276,126.1335,119.5109,115.2954,142.7724,124.2364,143.63,151.9453,125.9947,86.3848,152.701,123.4671,133.5196,128.6133,103.3708,115.8405,121.4407,134.3798,129.8458,151.6042,133.2073
2019-12-12,147.1062,128.1715,113.594,126.692,132.2114,123.7275,131.5795,127.1909,142.5272,135.163,120.2729,140.5791,100.2715,115.5027,115.4577,131.526,116.0698,140.6731,128.8253,124.5093,125.9824,119.5123,114.6535,142.3266,125.1694,143.1475,150.1844,125.9581,86.0982,149.8464,122.2644,132.5507,128.0029,102.5884,115.1801,121.1815,133.48,128.9017,149.9664,133.5968
2019-12-13,145.9108,127.6682,112.7911,124.7909,130.9245,122.2784,130.7812,126.3673,141.7451,134.5166,119.3254,139.4215,98.7491,114.5829,114.7004,129.0886,114.1327,139.1804,127.4727,123.6465,124.3894,118.2394,113.1747,140.8457,125.3091,142.5382,149.4588,124.7391,84.2599,148.5102,121.1206,131.003,127.1913,101.6516,114.6673,120.3823,132.155,126.03,146.7843,130.6344
2019-12-16,145.3696,128.2979,111.9418,126.4841,131.1903,121.1143,130.3045,128.0005,142.2565,134.7864,118.9777,140.4056,98.9485,115.1462,115.3163,129.3646,114.114,139.724,128.1819,122.9289,123.8798,118.6659,113.2054,142.0472,125.8219,143.498,150.0819,125.0819,83.9963,149.8357,121.4611,131.7009,127.805,101.5509,115.4883,121.7855,133.265,126.288,148.8175,131.2516
2019-12-17,145.1651,128.9889,111.6997,127.2082,132.1873,120.7683,130.8799,128.4901,142.2306,134.657,119.0105,142.2919,98.7895,115.4212,116.0391,129.5261,115.1077,138.0598,128.5511,123.2485,124.1378,118.1981,113.5169,142.2006,126.1538,144.4703,149.7424,124.9216,83.4338,150.8484,122.0727,132.1414,128.7385,102.0434,114.8903,121.2491,133.9989,126.3442,151.348,131.8978
